Boys Participation,Boys School,Sheet Swap,Girls Participation,Girls School,Sport,State,Year
0,0,Boys,0,0,Mixed 6-Coed Volleyball,CO,2018/2019
0,0,Boys,0,0,Mt. Biking,CO,2018/2019
0,0,Boys,0,0,Native Youth Olympics,CO,2018/2019
0,0,Boys,0,0,Riflery,CO,2018/2019
0,0,Boys,0,0,Rock Climbing,CO,2018/2019
0,0,Boys,0,0,Rodeo,CO,2018/2019
0,0,Boys,0,0,Roller Hockey,CO,2018/2019
0,0,Boys,0,0,Rugby,CO,2018/2019
0,0,Boys,0,0,Rythmic Gymnastics,CO,2018/2019
0,0,Boys,0,0,Sailing,CO,2018/2019
0,0,Boys,0,0,Sand Volleyball,CO,2018/2019
135,14,Boys,171,14,Skiing -- Alpine,CO,2018/2019
112,14,Boys,103,14,Skiing -- Cross Country,CO,2018/2019
0,0,Boys,0,0,Snowboarding,CO,2018/2019
8241,230,Boys,6829,233,Soccer,CO,2018/2019
0,0,Boys,4164,252,Softball,CO,2018/2019
0,0,Boys,0,0,Softball -- Slow Pitch,CO,2018/2019
0,0,Boys,0,0,Soft Tennis,CO,2018/2019
0,0,Boys,0,0,Squash,CO,2018/2019
0,0,Boys,0,0,Surfing,CO,2018/2019
1722,127,Boys,4600,155,Swimming & Diving,CO,2018/2019
0,0,Boys,0,0,Synchronized Swimming,CO,2018/2019
0,0,Boys,0,0,Team Tennis,CO,2018/2019
3083,62,Boys,4053,185,Tennis,CO,2018/2019
0,0,Boys,0,0,Track and Field -- Indoor,CO,2018/2019
10243,298,Boys,7621,300,Track and Field,CO,2018/2019
0,0,Boys,0,0,Trap Shooting,CO,2018/2019
0,0,Boys,0,0,Ultimate Frisbee,CO,2018/2019
0,0,Boys,0,0,Unified Basketball,CO,2018/2019
0,0,Boys,0,0,Unified Flag Football,CO,2018/2019
0,0,Boys,0,0,Unified Track and Field -- Outdoor,CO,2018/2019
0,0,Boys,11672,323,Volleyball,CO,2018/2019
0,0,Boys,0,0,Water Polo,CO,2018/2019
0,0,Boys,0,0,Weight Lifting,CO,2018/2019
5290,235,Boys,140,0,Wrestling,CO,2018/2019
0,0,Boys,0,0,Adapted Basketball,CT,2018/2019
0,0,Boys,0,0,Adapted Bocce - Indoor,CT,2018/2019
0,0,Boys,0,0,Adapted Bowling,CT,2018/2019
0,0,Boys,0,0,Adapted Floor Hockey,CT,2018/2019
0,0,Boys,0,0,Adapted Football,CT,2018/2019
0,0,Boys,0,0,Adapted Soccer,CT,2018/2019
0,0,Boys,0,0,Adapted Softball,CT,2018/2019
0,0,Boys,0,0,Adapted Track,CT,2018/2019
0,0,Boys,0,0,Adapted Volleyball,CT,2018/2019
0,0,Boys,0,0,Adaptive Corn Toss,CT,2018/2019
0,0,Boys,0,0,Adaptive Golf,CT,2018/2019
0,0,Boys,0,0,Adaptive Handball,CT,2018/2019
0,0,Boys,0,0,Adaptive Strength Training,CT,2018/2019
0,0,Boys,0,0,Adaptive Tennis,CT,2018/2019
0,0,Boys,0,0,Air Riflery,CT,2018/2019
0,0,Boys,0,0,Archery,CT,2018/2019
0,0,Boys,0,0,Badminton,CT,2018/2019
5663,177,Boys,17,0,Baseball,CT,2018/2019
5349,183,Boys,3718,181,Basketball,CT,2018/2019
0,0,Boys,0,0,Bass Fishing,CT,2018/2019
0,0,Boys,0,0,Beach Volleyball,CT,2018/2019
0,0,Boys,0,0,Bocce - Outdoor,CT,2018/2019
0,0,Boys,0,0,Bowling,CT,2018/2019
0,0,Boys,0,0,Canoe Paddling,CT,2018/2019
168,41,Boys,2902,152,Cheerleading,CT,2018/2019
0,0,Boys,0,0,Crew,CT,2018/2019
4038,174,Boys,2731,172,Cross Country,CT,2018/2019
0,0,Boys,0,0,Cycling,CT,2018/2019
0,0,Boys,0,0,Dance,CT,2018/2019
0,0,Boys,0,0,Dance/Drill,CT,2018/2019
0,0,Boys,0,0,"Dance Team, High Kick",CT,2018/2019
0,0,Boys,0,0,"Dance Team, Jazz",CT,2018/2019
0,0,Boys,0,0,Decathlon,CT,2018/2019
0,0,Boys,0,0,Drill Team,CT,2018/2019
0,0,Boys,0,0,Equestrian,CT,2018/2019
0,0,Boys,0,0,Fencing,CT,2018/2019
0,0,Boys,3211,80,Field Hockey,CT,2018/2019
0,0,Boys,0,0,Figure Skating,CT,2018/2019
0,0,Boys,0,0,Flag Football,CT,2018/2019
9017,144,Boys,42,0,Football,CT,2018/2019
0,0,Boys,0,0,Football -- 6-player,CT,2018/2019
0,0,Boys,0,0,Football -- 8-player,CT,2018/2019
0,0,Boys,0,0,Football -- 9-player,CT,2018/2019
1589,55,Boys,713,54,Golf,CT,2018/2019
0,0,Boys,458,54,Gymnastics,CT,2018/2019
0,0,Boys,0,0,Heptathlon,CT,2018/2019
1471,56,Boys,21,0,Ice Hockey,CT,2018/2019
0,0,Boys,0,0,Judo,CT,2018/2019
0,0,Boys,0,0,Kayaking,CT,2018/2019
4035,99,Boys,3904,94,Lacrosse,CT,2018/2019
0,0,Boys,0,0,Martial Arts,CT,2018/2019
0,0,Boys,0,0,Mixed 6-Coed Volleyball,CT,2018/2019
0,0,Boys,0,0,Mt. Biking,CT,2018/2019
0,0,Boys,0,0,Native Youth Olympics,CT,2018/2019
0,0,Boys,0,0,Riflery,CT,2018/2019
0,0,Boys,0,0,Rock Climbing,CT,2018/2019
0,0,Boys,0,0,Rodeo,CT,2018/2019
0,0,Boys,0,0,Roller Hockey,CT,2018/2019
0,0,Boys,0,0,Rugby,CT,2018/2019
0,0,Boys,0,0,Rythmic Gymnastics,CT,2018/2019
0,0,Boys,0,0,Sailing,CT,2018/2019
0,0,Boys,0,0,Sand Volleyball,CT,2018/2019
0,0,Boys,0,0,Skiing -- Alpine,CT,2018/2019
0,0,Boys,0,0,Skiing -- Cross Country,CT,2018/2019
0,0,Boys,0,0,Snowboarding,CT,2018/2019
7030,177,Boys,5661,164,Soccer,CT,2018/2019
0,0,Boys,3897,179,Softball,CT,2018/2019
0,0,Boys,0,0,Softball -- Slow Pitch,CT,2018/2019
0,0,Boys,0,0,Soft Tennis,CT,2018/2019
0,0,Boys,0,0,Squash,CT,2018/2019
0,0,Boys,0,0,Surfing,CT,2018/2019
1872,109,Boys,2615,95,Swimming & Diving,CT,2018/2019
0,0,Boys,0,0,Synchronized Swimming,CT,2018/2019
0,0,Boys,0,0,Team Tennis,CT,2018/2019
2312,132,Boys,3316,141,Tennis,CT,2018/2019
5095,160,Boys,4628,160,Track and Field -- Indoor,CT,2018/2019
7749,176,Boys,6630,175,Track and Field,CT,2018/2019
0,0,Boys,0,0,Trap Shooting,CT,2018/2019
0,0,Boys,0,0,Ultimate Frisbee,CT,2018/2019
0,0,Boys,0,0,Unified Basketball,CT,2018/2019
0,0,Boys,0,0,Unified Flag Football,CT,2018/2019
0,0,Boys,0,0,Unified Track and Field -- Outdoor,CT,2018/2019
929,39,Boys,4968,166,Volleyball,CT,2018/2019
0,0,Boys,0,0,Water Polo,CT,2018/2019
0,0,Boys,0,0,Weight Lifting,CT,2018/2019
2307,124,Boys,131,0,Wrestling,CT,2018/2019
0,0,Boys,0,0,Adapted Basketball,DC,2018/2019
0,0,Boys,0,0,Adapted Bocce - Indoor,DC,2018/2019
0,0,Boys,0,0,Adapted Bowling,DC,2018/2019
0,0,Boys,0,0,Adapted Floor Hockey,DC,2018/2019
0,0,Boys,0,0,Adapted Football,DC,2018/2019
0,0,Boys,0,0,Adapted Soccer,DC,2018/2019
0,0,Boys,0,0,Adapted Softball,DC,2018/2019
0,0,Boys,0,0,Adapted Track,DC,2018/2019
0,0,Boys,0,0,Adapted Volleyball,DC,2018/2019
0,0,Boys,0,0,Adaptive Corn Toss,DC,2018/2019
0,0,Boys,0,0,Adaptive Golf,DC,2018/2019
0,0,Boys,0,0,Adaptive Handball,DC,2018/2019
0,0,Boys,0,0,Adaptive Strength Training,DC,2018/2019
0,0,Boys,0,0,Adaptive Tennis,DC,2018/2019
0,0,Boys,0,0,Air Riflery,DC,2018/2019
10,1,Boys,4,1,Archery,DC,2018/2019
0,0,Boys,0,0,Badminton,DC,2018/2019
753,34,Boys,0,0,Baseball,DC,2018/2019
1164,46,Boys,666,41,Basketball,DC,2018/2019
0,0,Boys,0,0,Bass Fishing,DC,2018/2019
0,0,Boys,0,0,Beach Volleyball,DC,2018/2019
0,0,Boys,0,0,Bocce - Outdoor,DC,2018/2019
9,2,Boys,75,13,Bowling,DC,2018/2019
0,0,Boys,6,1,Canoe Paddling,DC,2018/2019
0,0,Boys,229,13,Cheerleading,DC,2018/2019
234,2,Boys,320,8,Crew,DC,2018/2019
505,33,Boys,438,30,Cross Country,DC,2018/2019
7,1,Boys,17,1,Cycling,DC,2018/2019
0,0,Boys,13,1,Dance,DC,2018/2019
0,0,Boys,0,0,Dance/Drill,DC,2018/2019
0,0,Boys,0,0,"Dance Team, High Kick",DC,2018/2019
0,0,Boys,0,0,"Dance Team, Jazz",DC,2018/2019
0,0,Boys,0,0,Decathlon,DC,2018/2019
0,0,Boys,0,0,Drill Team,DC,2018/2019
0,0,Boys,14,1,Equestrian,DC,2018/2019
25,2,Boys,0,0,Fencing,DC,2018/2019
0,0,Boys,255,7,Field Hockey,DC,2018/2019
0,0,Boys,0,0,Figure Skating,DC,2018/2019
16,1,Boys,221,16,Flag Football,DC,2018/2019
1456,29,Boys,0,0,Football,DC,2018/2019
0,0,Boys,0,0,Football -- 6-player,DC,2018/2019
12,1,Boys,0,0,Football -- 8-player,DC,2018/2019
0,0,Boys,0,0,Football -- 9-player,DC,2018/2019
133,18,Boys,35,11,Golf,DC,2018/2019
0,0,Boys,0,0,Gymnastics,DC,2018/2019
0,0,Boys,0,0,Heptathlon,DC,2018/2019
142,4,Boys,89,2,Ice Hockey,DC,2018/2019
0,0,Boys,0,0,Judo,DC,2018/2019
0,0,Boys,0,0,Kayaking,DC,2018/2019
429,12,Boys,301,9,Lacrosse,DC,2018/2019
4,1,Boys,4,1,Martial Arts,DC,2018/2019
0,0,Boys,0,0,Mixed 6-Coed Volleyball,DC,2018/2019
0,0,Boys,0,0,Mt. Biking,DC,2018/2019
0,0,Boys,0,0,Native Youth Olympics,DC,2018/2019
0,0,Boys,0,0,Riflery,DC,2018/2019
42,3,Boys,24,3,Rock Climbing,DC,2018/2019
0,0,Boys,0,0,Rodeo,DC,2018/2019
0,0,Boys,0,0,Roller Hockey,DC,2018/2019
250,2,Boys,0,0,Rugby,DC,2018/2019
0,0,Boys,0,0,Rythmic Gymnastics,DC,2018/2019
0,0,Boys,0,0,Sailing,DC,2018/2019
0,0,Boys,0,0,Sand Volleyball,DC,2018/2019
0,0,Boys,0,0,Skiing -- Alpine,DC,2018/2019
30,1,Boys,27,1,Skiing -- Cross Country,DC,2018/2019
133,5,Boys,43,5,Snowboarding,DC,2018/2019
910,30,Boys,700,31,Soccer,DC,2018/2019
0,0,Boys,349,21,Softball,DC,2018/2019
0,0,Boys,0,0,Softball -- Slow Pitch,DC,2018/2019
0,0,Boys,0,0,Soft Tennis,DC,2018/2019
33,3,Boys,45,3,Squash,DC,2018/2019
0,0,Boys,0,0,Surfing,DC,2018/2019
269,18,Boys,267,18,Swimming & Diving,DC,2018/2019
0,0,Boys,0,0,Synchronized Swimming,DC,2018/2019
0,0,Boys,0,0,Team Tennis,DC,2018/2019
250,19,Boys,170,19,Tennis,DC,2018/2019
489,29,Boys,392,30,Track and Field -- Indoor,DC,2018/2019
708,41,Boys,516,34,Track and Field,DC,2018/2019
0,0,Boys,0,0,Trap Shooting,DC,2018/2019
256,11,Boys,185,14,Ultimate Frisbee,DC,2018/2019
0,0,Boys,0,0,Unified Basketball,DC,2018/2019
0,0,Boys,0,0,Unified Flag Football,DC,2018/2019
0,0,Boys,0,0,Unified Track and Field -- Outdoor,DC,2018/2019
0,0,Boys,676,36,Volleyball,DC,2018/2019
0,0,Boys,0,0,Water Polo,DC,2018/2019
40,3,Boys,0,0,Weight Lifting,DC,2018/2019
183,9,Boys,7,2,Wrestling,DC,2018/2019
0,0,Boys,0,0,Adapted Basketball,DE,2018/2019
0,0,Boys,0,0,Adapted Bocce - Indoor,DE,2018/2019
0,0,Boys,0,0,Adapted Bowling,DE,2018/2019
0,0,Boys,0,0,Adapted Floor Hockey,DE,2018/2019
0,0,Boys,0,0,Adapted Football,DE,2018/2019
0,0,Boys,0,0,Adapted Soccer,DE,2018/2019
0,0,Boys,0,0,Adapted Softball,DE,2018/2019
0,0,Boys,0,0,Adapted Track,DE,2018/2019
0,0,Boys,0,0,Adapted Volleyball,DE,2018/2019
0,0,Boys,0,0,Adaptive Corn Toss,DE,2018/2019
0,0,Boys,0,0,Adaptive Golf,DE,2018/2019
0,0,Boys,0,0,Adaptive Handball,DE,2018/2019
0,0,Boys,0,0,Adaptive Strength Training,DE,2018/2019
0,0,Boys,0,0,Adaptive Tennis,DE,2018/2019
0,0,Boys,0,0,Air Riflery,DE,2018/2019
0,0,Boys,0,0,Archery,DE,2018/2019
0,0,Boys,0,0,Badminton,DE,2018/2019
1411,50,Boys,0,0,Baseball,DE,2018/2019
1604,56,Boys,1058,56,Basketball,DE,2018/2019
0,0,Boys,0,0,Bass Fishing,DE,2018/2019
0,0,Boys,0,0,Beach Volleyball,DE,2018/2019
0,0,Boys,0,0,Bocce - Outdoor,DE,2018/2019
9,1,Boys,2,1,Bowling,DE,2018/2019
0,0,Boys,0,0,Canoe Paddling,DE,2018/2019
0,0,Boys,0,0,Cheerleading,DE,2018/2019
92,3,Boys,137,5,Crew,DE,2018/2019
1060,51,Boys,775,51,Cross Country,DE,2018/2019
0,0,Boys,0,0,Cycling,DE,2018/2019
0,0,Boys,0,0,Dance,DE,2018/2019
0,0,Boys,0,0,Dance/Drill,DE,2018/2019
0,0,Boys,0,0,"Dance Team, High Kick",DE,2018/2019
0,0,Boys,0,0,"Dance Team, Jazz",DE,2018/2019
0,0,Boys,0,0,Decathlon,DE,2018/2019
0,0,Boys,0,0,Drill Team,DE,2018/2019
0,0,Boys,0,0,Equestrian,DE,2018/2019
0,0,Boys,0,0,Fencing,DE,2018/2019
0,0,Boys,1483,50,Field Hockey,DE,2018/2019
0,0,Boys,0,0,Figure Skating,DE,2018/2019
0,0,Boys,0,0,Flag Football,DE,2018/2019
2843,45,Boys,8,6,Football,DE,2018/2019
0,0,Boys,0,0,Football -- 6-player,DE,2018/2019
0,0,Boys,0,0,Football -- 8-player,DE,2018/2019
0,0,Boys,0,0,Football -- 9-player,DE,2018/2019
334,44,Boys,161,32,Golf,DE,2018/2019
0,0,Boys,0,0,Gymnastics,DE,2018/2019
0,0,Boys,0,0,Heptathlon,DE,2018/2019
116,11,Boys,2,2,Ice Hockey,DE,2018/2019
0,0,Boys,0,0,Judo,DE,2018/2019
0,0,Boys,0,0,Kayaking,DE,2018/2019
1545,44,Boys,981,37,Lacrosse,DE,2018/2019
0,0,Boys,0,0,Martial Arts,DE,2018/2019
0,0,Boys,0,0,Mixed 6-Coed Volleyball,DE,2018/2019
0,0,Boys,0,0,Mt. Biking,DE,2018/2019
0,0,Boys,0,0,Native Youth Olympics,DE,2018/2019
0,0,Boys,0,0,Riflery,DE,2018/2019
0,0,Boys,0,0,Rock Climbing,DE,2018/2019
0,0,Boys,0,0,Rodeo,DE,2018/2019
0,0,Boys,0,0,Roller Hockey,DE,2018/2019
85,2,Boys,0,0,Rugby,DE,2018/2019
0,0,Boys,0,0,Rythmic Gymnastics,DE,2018/2019
8,1,Boys,3,1,Sailing,DE,2018/2019
0,0,Boys,0,0,Sand Volleyball,DE,2018/2019
0,0,Boys,0,0,Skiing -- Alpine,DE,2018/2019
0,0,Boys,0,0,Skiing -- Cross Country,DE,2018/2019
0,0,Boys,0,0,Snowboarding,DE,2018/2019
2062,54,Boys,1526,48,Soccer,DE,2018/2019
0,0,Boys,1022,46,Softball,DE,2018/2019
0,0,Boys,0,0,Softball -- Slow Pitch,DE,2018/2019
0,0,Boys,0,0,Soft Tennis,DE,2018/2019
42,2,Boys,28,2,Squash,DE,2018/2019
0,0,Boys,0,0,Surfing,DE,2018/2019
670,39,Boys,736,39,Swimming & Diving,DE,2018/2019
0,0,Boys,0,0,Synchronized Swimming,DE,2018/2019
0,0,Boys,0,0,Team Tennis,DE,2018/2019
485,34,Boys,552,36,Tennis,DE,2018/2019
892,41,Boys,843,42,Track and Field -- Indoor,DE,2018/2019
1399,43,Boys,1110,44,Track and Field,DE,2018/2019
0,0,Boys,0,0,Trap Shooting,DE,2018/2019
0,0,Boys,0,0,Ultimate Frisbee,DE,2018/2019
100,13,Boys,47,12,Unified Basketball,DE,2018/2019
111,12,Boys,37,12,Unified Flag Football,DE,2018/2019
56,11,Boys,51,11,Unified Track and Field -- Outdoor,DE,2018/2019
184,11,Boys,1526,54,Volleyball,DE,2018/2019
0,0,Boys,0,0,Water Polo,DE,2018/2019
0,0,Boys,0,0,Weight Lifting,DE,2018/2019
872,44,Boys,11,7,Wrestling,DE,2018/2019
0,0,Boys,0,0,Adapted Basketball,FL,2018/2019
0,0,Boys,0,0,Adapted Bocce - Indoor,FL,2018/2019
0,0,Boys,0,0,Adapted Bowling,FL,2018/2019
0,0,Boys,0,0,Adapted Floor Hockey,FL,2018/2019
0,0,Boys,0,0,Adapted Soccer,FL,2018/2019
0,0,Boys,0,0,Adapted Softball,FL,2018/2019
20,10,Boys,25,12,Adapted Track,FL,2018/2019
0,0,Boys,0,0,Adapted Volleyball,FL,2018/2019
0,0,Boys,0,0,Adaptive Corn Toss,FL,2018/2019
0,0,Boys,0,0,Adaptive Golf,FL,2018/2019
0,0,Boys,0,0,Adaptive Handball,FL,2018/2019
0,0,Boys,0,0,Adaptive Strength Training,FL,2018/2019
0,0,Boys,0,0,Adaptive Tennis,FL,2018/2019
0,0,Boys,0,0,Air Riflery,FL,2018/2019
0,0,Boys,0,0,Archery,FL,2018/2019
0,0,Boys,0,0,Badminton,FL,2018/2019
20763,635,Boys,119,0,Baseball,FL,2018/2019
21652,744,Boys,13388,703,Basketball,FL,2018/2019
0,0,Boys,0,0,Bass Fishing,FL,2018/2019
0,0,Boys,0,0,Beach Volleyball,FL,2018/2019
0,0,Boys,0,0,Bocce - Outdoor,FL,2018/2019
1547,186,Boys,1712,212,Bowling,FL,2018/2019
0,0,Boys,0,0,Canoe Paddling,FL,2018/2019
215,0,Boys,5865,248,Cheerleading,FL,2018/2019
0,0,Boys,0,0,Crew,FL,2018/2019
8709,597,Boys,7563,593,Cross Country,FL,2018/2019
0,0,Boys,0,0,Cycling,FL,2018/2019
0,0,Boys,0,0,Dance,FL,2018/2019
0,0,Boys,0,0,Dance/Drill,FL,2018/2019
0,0,Boys,0,0,"Dance Team, High Kick",FL,2018/2019
0,0,Boys,0,0,"Dance Team, Jazz",FL,2018/2019
0,0,Boys,0,0,Decathlon,FL,2018/2019
0,0,Boys,0,0,Drill Team,FL,2018/2019
0,0,Boys,0,0,Equestrian,FL,2018/2019
0,0,Boys,0,0,Fencing,FL,2018/2019
0,0,Boys,0,0,Field Hockey,FL,2018/2019
0,0,Boys,0,0,Figure Skating,FL,2018/2019
0,0,Boys,7683,278,Flag Football,FL,2018/2019
40361,594,Boys,89,0,Football,FL,2018/2019
0,0,Boys,0,0,Football -- 6-player,FL,2018/2019
0,0,Boys,0,0,Football -- 8-player,FL,2018/2019
0,0,Boys,0,0,Football -- 9-player,FL,2018/2019
4188,509,Boys,2561,455,Golf,FL,2018/2019
0,0,Boys,0,0,Gymnastics,FL,2018/2019
0,0,Boys,0,0,Heptathlon,FL,2018/2019
0,0,Boys,0,0,Ice Hockey,FL,2018/2019
0,0,Boys,0,0,Judo,FL,2018/2019
0,0,Boys,0,0,Kayaking,FL,2018/2019
7477,214,Boys,6158,208,Lacrosse,FL,2018/2019
0,0,Boys,0,0,Martial Arts,FL,2018/2019
0,0,Boys,0,0,Mixed 6-Coed Volleyball,FL,2018/2019
0,0,Boys,0,0,Mt. Biking,FL,2018/2019
0,0,Boys,0,0,Native Youth Olympics,FL,2018/2019
0,0,Boys,0,0,Riflery,FL,2018/2019
0,0,Boys,0,0,Rock Climbing,FL,2018/2019
0,0,Boys,0,0,Rodeo,FL,2018/2019
0,0,Boys,0,0,Roller Hockey,FL,2018/2019
0,0,Boys,0,0,Rugby,FL,2018/2019
0,0,Boys,0,0,Rythmic Gymnastics,FL,2018/2019
0,0,Boys,0,0,Sailing,FL,2018/2019
0,0,Boys,0,0,Sand Volleyball,FL,2018/2019
0,0,Boys,0,0,Skiing -- Alpine,FL,2018/2019
0,0,Boys,0,0,Skiing -- Cross Country,FL,2018/2019
0,0,Boys,0,0,Snowboarding,FL,2018/2019
19923,613,Boys,17595,583,Soccer,FL,2018/2019
0,0,Boys,12666,604,Softball,FL,2018/2019
0,0,Boys,0,0,Softball -- Slow Pitch,FL,2018/2019
0,0,Boys,0,0,Soft Tennis,FL,2018/2019
0,0,Boys,0,0,Squash,FL,2018/2019
0,0,Boys,0,0,Surfing,FL,2018/2019
7333,457,Boys,8603,459,Swimming & Diving,FL,2018/2019
0,0,Boys,0,0,Synchronized Swimming,FL,2018/2019
0,0,Boys,0,0,Team Tennis,FL,2018/2019
5226,500,Boys,5703,506,Tennis,FL,2018/2019
0,0,Boys,0,0,Track and Field -- Indoor,FL,2018/2019
18924,644,Boys,16804,637,Track and Field,FL,2018/2019
0,0,Boys,0,0,Trap Shooting,FL,2018/2019
0,0,Boys,0,0,Ultimate Frisbee,FL,2018/2019
0,0,Boys,0,0,Unified Flag Football,FL,2018/2019
0,0,Boys,0,0,Unified Track and Field -- Outdoor,FL,2018/2019
2784,190,Boys,20047,726,Volleyball,FL,2018/2019
1328,78,Boys,1307,78,Water Polo,FL,2018/2019
5416,264,Boys,6155,278,Weight Lifting,FL,2018/2019
7789,395,Boys,475,0,Wrestling,FL,2018/2019
198,23,Boys,94,16,Adapted Basketball,GA,2018/2019
0,0,Boys,0,0,Adapted Bocce - Indoor,GA,2018/2019
0,0,Boys,0,0,Adapted Bowling,GA,2018/2019
0,0,Boys,0,0,Adapted Floor Hockey,GA,2018/2019
66,31,Boys,27,31,Adapted Football,GA,2018/2019
0,0,Boys,0,0,Adapted Soccer,GA,2018/2019
0,0,Boys,0,0,Adapted Softball,GA,2018/2019
201,20,Boys,98,15,Adapted Track,GA,2018/2019
0,0,Boys,0,0,Adapted Volleyball,GA,2018/2019
0,0,Boys,0,0,Adaptive Corn Toss,GA,2018/2019
0,0,Boys,0,0,Adaptive Golf,GA,2018/2019
66,32,Boys,23,31,Adaptive Handball,GA,2018/2019
0,0,Boys,0,0,Adaptive Strength Training,GA,2018/2019
0,0,Boys,0,0,Adaptive Tennis,GA,2018/2019
0,0,Boys,0,0,Air Riflery,GA,2018/2019
0,0,Boys,0,0,Archery,GA,2018/2019
0,0,Boys,0,0,Badminton,GA,2018/2019
12526,435,Boys,23,15,Baseball,GA,2018/2019
12593,446,Boys,8477,441,Basketball,GA,2018/2019
0,0,Boys,0,0,Bass Fishing,GA,2018/2019
0,0,Boys,0,0,Beach Volleyball,GA,2018/2019
0,0,Boys,0,0,Bocce - Outdoor,GA,2018/2019
0,0,Boys,0,0,Bowling,GA,2018/2019
0,0,Boys,0,0,Canoe Paddling,GA,2018/2019
85,28,Boys,4819,232,Cheerleading,GA,2018/2019
0,0,Boys,0,0,Crew,GA,2018/2019
8213,422,Boys,6316,407,Cross Country,GA,2018/2019
0,0,Boys,0,0,Cycling,GA,2018/2019
0,0,Boys,0,0,Dance,GA,2018/2019
0,0,Boys,0,0,Dance/Drill,GA,2018/2019
0,0,Boys,0,0,"Dance Team, High Kick",GA,2018/2019
0,0,Boys,0,0,"Dance Team, Jazz",GA,2018/2019
0,0,Boys,0,0,Decathlon,GA,2018/2019
0,0,Boys,0,0,Drill Team,GA,2018/2019
0,0,Boys,0,0,Equestrian,GA,2018/2019
243,20,Boys,189,20,Fencing,GA,2018/2019
0,0,Boys,0,0,Field Hockey,GA,2018/2019
0,0,Boys,0,0,Figure Skating,GA,2018/2019
0,0,Boys,0,0,Flag Football,GA,2018/2019
31904,415,Boys,56,37,Football,GA,2018/2019
0,0,Boys,0,0,Football -- 6-player,GA,2018/2019
0,0,Boys,0,0,Football -- 8-player,GA,2018/2019
0,0,Boys,0,0,Football -- 9-player,GA,2018/2019
3084,389,Boys,1858,348,Golf,GA,2018/2019
0,0,Boys,588,67,Gymnastics,GA,2018/2019
0,0,Boys,0,0,Heptathlon,GA,2018/2019
0,0,Boys,0,0,Ice Hockey,GA,2018/2019
0,0,Boys,0,0,Judo,GA,2018/2019
0,0,Boys,0,0,Kayaking,GA,2018/2019
4260,115,Boys,3632,112,Lacrosse,GA,2018/2019
0,0,Boys,0,0,Martial Arts,GA,2018/2019
0,0,Boys,0,0,Mixed 6-Coed Volleyball,GA,2018/2019
0,0,Boys,0,0,Mt. Biking,GA,2018/2019
0,0,Boys,0,0,Native Youth Olympics,GA,2018/2019
696,114,Boys,494,112,Riflery,GA,2018/2019
0,0,Boys,0,0,Rock Climbing,GA,2018/2019
0,0,Boys,0,0,Rodeo,GA,2018/2019
0,0,Boys,0,0,Roller Hockey,GA,2018/2019
0,0,Boys,0,0,Rugby,GA,2018/2019
0,0,Boys,0,0,Rythmic Gymnastics,GA,2018/2019
0,0,Boys,0,0,Sailing,GA,2018/2019
0,0,Boys,0,0,Sand Volleyball,GA,2018/2019
0,0,Boys,0,0,Skiing -- Alpine,GA,2018/2019
0,0,Boys,0,0,Skiing -- Cross Country,GA,2018/2019
0,0,Boys,0,0,Snowboarding,GA,2018/2019
11944,398,Boys,10430,400,Soccer,GA,2018/2019
0,0,Boys,7823,407,Softball,GA,2018/2019
0,0,Boys,486,29,Softball -- Slow Pitch,GA,2018/2019
0,0,Boys,0,0,Soft Tennis,GA,2018/2019
0,0,Boys,0,0,Squash,GA,2018/2019
0,0,Boys,0,0,Surfing,GA,2018/2019
3987,263,Boys,4915,272,Swimming & Diving,GA,2018/2019
0,0,Boys,0,0,Synchronized Swimming,GA,2018/2019
4433,392,Boys,5126,398,Team Tennis,GA,2018/2019
0,0,Boys,0,0,Tennis,GA,2018/2019
0,0,Boys,0,0,Track and Field -- Indoor,GA,2018/2019
14366,433,Boys,11454,430,Track and Field,GA,2018/2019
0,0,Boys,0,0,Trap Shooting,GA,2018/2019
0,0,Boys,0,0,Ultimate Frisbee,GA,2018/2019
0,0,Boys,0,0,Unified Flag Football,GA,2018/2019
0,0,Boys,0,0,Unified Track and Field -- Outdoor,GA,2018/2019
0,0,Boys,8704,357,Volleyball,GA,2018/2019
0,0,Boys,0,0,Water Polo,GA,2018/2019
1928,41,Boys,607,13,Weight Lifting,GA,2018/2019
7943,367,Boys,427,167,Wrestling,GA,2018/2019
0,0,Boys,0,0,Adapted Basketball,HI,2018/2019
0,0,Boys,0,0,Adapted Bocce - Indoor,HI,2018/2019
0,0,Boys,0,0,Adapted Bowling,HI,2018/2019
0,0,Boys,0,0,Adapted Floor Hockey,HI,2018/2019
0,0,Boys,0,0,Adapted Football,HI,2018/2019
0,0,Boys,0,0,Adapted Soccer,HI,2018/2019
0,0,Boys,0,0,Adapted Softball,HI,2018/2019
0,0,Boys,0,0,Adapted Track,HI,2018/2019
0,0,Boys,0,0,Adapted Volleyball,HI,2018/2019
0,0,Boys,0,0,Adaptive Corn Toss,HI,2018/2019
0,0,Boys,0,0,Adaptive Golf,HI,2018/2019
0,0,Boys,0,0,Adaptive Handball,HI,2018/2019
0,0,Boys,0,0,Adaptive Strength Training,HI,2018/2019
0,0,Boys,0,0,Adaptive Tennis,HI,2018/2019
525,46,Boys,468,47,Air Riflery,HI,2018/2019
0,0,Boys,0,0,Archery,HI,2018/2019
0,0,Boys,0,0,Badminton,HI,2018/2019
